Mod:Item:MetaData, Localized Name
thaumicenergistics:thaumicenergistics.block.essentia.vibration.chamber, Essentia Vibration Chamber
thaumicenergistics:thaumicenergistics.block.distillation.encoder, Distillation Pattern Encoder
ThermalDynamics:ThermalDynamics_0:0, Leadstone Fluxduct
ThermalDynamics:ThermalDynamics_0:1, Hardened Fluxduct
ThermalDynamics:ThermalDynamics_0:2, Redstone Energy Fluxduct
ThermalDynamics:ThermalDynamics_0:3, Redstone Energy Fluxduct (Empty)
ThermalDynamics:ThermalDynamics_0:4, Resonant Fluxduct
ThermalDynamics:ThermalDynamics_0:5, Resonant Fluxduct (Empty)
ThermalDynamics:ThermalDynamics_0:6, Cryo-Stabilized Fluxduct
ThermalDynamics:ThermalDynamics_0:7, Cryo-Stabilized Fluxduct (Empty)
ThermalDynamics:ThermalDynamics_16:0, Temperate Fluiduct
ThermalDynamics:ThermalDynamics_16:1, Temperate Fluiduct (Opaque)
ThermalDynamics:ThermalDynamics_16:2, Hardened Fluiduct
ThermalDynamics:ThermalDynamics_16:3, Hardened Fluiduct (Opaque)
ThermalDynamics:ThermalDynamics_16:4, Flux-Plated Fluiduct
ThermalDynamics:ThermalDynamics_16:5, Flux-Plated Fluiduct (Opaque)
ThermalDynamics:ThermalDynamics_16:6, Super-Laminar Fluiduct
ThermalDynamics:ThermalDynamics_16:7, Super-Laminar Fluiduct (Opaque)
ThermalDynamics:ThermalDynamics_32:0, Itemduct
ThermalDynamics:ThermalDynamics_32:1, Itemduct (Opaque)
ThermalDynamics:ThermalDynamics_32:2, Impulse Itemduct
ThermalDynamics:ThermalDynamics_32:3, Impulse Itemduct (Opaque)
ThermalDynamics:ThermalDynamics_32:4, Warp Itemduct
ThermalDynamics:ThermalDynamics_32:5, Warp Itemduct (Opaque)
ThermalDynamics:ThermalDynamics_32:6, Fluctuating Itemduct
ThermalDynamics:ThermalDynamics_32:7, Fluctuating Itemduct (Opaque)
ThermalDynamics:ThermalDynamics_48:0, Structuralduct (Opaque)
ThermalDynamics:ThermalDynamics_48:1, Luxduct
ThermalDynamics:ThermalDynamics_64:0, Viaduct
ThermalDynamics:ThermalDynamics_64:1, Long Range Viaduct
ThermalDynamics:ThermalDynamics_64:2, Long Range Linking Viaduct
ThermalDynamics:ThermalDynamics_64:3, Viaduct (Untreated)
witchery:belladonna, Belladonna
witchery:mandrake, Mandrake
witchery:artichoke, Water Artichoke
witchery:snowbell, Snowbell
witchery:wormwood, Wormwood
witchery:mindrake, Minedrake
witchery:wolfsbane, Wolfsbane
witchery:garlicplant, Garlic
witchery:witchsapling:0, Rowan Sapling
witchery:witchsapling:1, Alder Sapling
witchery:witchsapling:2, Hawthorn Sapling
witchery:witchlog:0, Rowan Wood
witchery:witchlog:1, Alder Wood
witchery:witchlog:2, Hawthorn Wood
witchery:witchleaves:0, Rowan Leaves
witchery:witchleaves:1, Alder Leaves
witchery:witchleaves:2, Hawthorn Leaves
witchery:voidbramble, Void Bramble
witchery:bramble:0, Ender Bramble
witchery:bramble:1, Wild Bramble
witchery:glintweed, Glint Weed
witchery:spanishmoss, Spanish Moss
witchery:leapinglily, Leaping Lily
witchery:plantmine:0, Poppy of Webs
witchery:plantmine:1, Poppy of Ink
witchery:plantmine:2, Poppy of Thorns
witchery:plantmine:3, Poppy of Sprouting
witchery:plantmine:4, Dandelion of Webs
witchery:plantmine:5, Dandelion of Ink
witchery:plantmine:6, Dandelion of Thorns
witchery:plantmine:7, Dandelion of Sprouting
witchery:plantmine:8, Shrub of Webs
witchery:plantmine:9, Shrub of Ink
witchery:plantmine:10, Shrub of Thorns
witchery:plantmine:11, Shrub of Sprouting
witchery:embermoss, Ember Moss
witchery:crittersnare:0, Critter Snare
witchery:grassper, Grassper
witchery:bloodrose, Blood Poppy
witchery:somniancotton, Wispy Cotton
witchery:web, Web
witchery:vine, Vine
witchery:cactus, Cactus
witchery:lilypad, Lilypad of Fertility
witchery:demonheart, Demon Heart
witchery:wolfhead:0, Wolf Head
witchery:wolfhead:1, Hellhound Head
witchery:witchwood:0, Rowan Planks
witchery:witchwood:1, Alder Planks
witchery:witchwood:2, Hawthorn Planks
witchery:stairswoodrowan, Rowan Stairs
witchery:stairswoodalder, Alder Stairs
witchery:stairswoodhawthorn, Hawthorn Stairs
witchery:witchwoodslab:0, Rowan Slab
witchery:witchwoodslab:1, Alder Slab
witchery:witchwoodslab:2, Hawthorn Slab
witchery:witchwooddoubleslab:0, Rowan Slab
witchery:witchwooddoubleslab:1, Alder Slab
witchery:witchwooddoubleslab:2, Hawthorn Slab
witchery:rowanwooddoor, Rowan Wood Door
witchery:alderwooddoor, Alder Wood Door
witchery:chalice, Chalice
witchery:candelabra, Candelabra
witchery:placeditem, tile.witchery:placeditem.name
witchery:alluringskull, Alluring Skull
witchery:wickerbundle:0, Wicker Bundle
witchery:wickerbundle:1, Bloodied Wicker Bundle
witchery:glowglobe, Glow Globe
witchery:statuegoddess, Statue of The Goddess
witchery:stockade:0, Oak Stockade
witchery:stockade:1, Spruce Stockade
witchery:stockade:2, Birch Stockade
witchery:stockade:3, Jungle Stockade
witchery:stockade:4, Rowan Stockade
witchery:stockade:5, Alder Stockade
witchery:stockade:6, Hawthorn Stockade
witchery:stockade:7, Acacia Stockade
witchery:stockade:8, Dark Oak Stockade
witchery:icestockade:0, Ice Stockade
witchery:perpetualice, Perpetual Ice
witchery:icedoor, Ice Door
witchery:icestairs, Ice Stairs
witchery:iceslab:0, Ice Slab
witchery:icedoubleslab:0, Ice Slab
witchery:icefence, Ice Fence
witchery:icefencegate, Ice Gate
witchery:icepressureplate, Ice Pressure Plate
witchery:snowpressureplate, Snow Pressure Plate
witchery:snowstairs, Snow Stairs
witchery:snowslab:0, Snow Slab
witchery:snowdoubleslab:0, Snow Slab
witchery:infinityegg, Infinity Egg
witchery:slurp, tile.witchery:slurp.name
witchery:pitdirt, Dirt
witchery:pitgrass, Grass
witchery:garlicgarland, Garlic Garland
witchery:bloodedwool, Blood-stained Wool
witchery:shadedglass:0, White Shaded Glass
witchery:shadedglass:1, Orange Shaded Glass
witchery:shadedglass:2, Magenta Shaded Glass
witchery:shadedglass:3, Light Blue Shaded Glass
witchery:shadedglass:4, Yellow Shaded Glass
witchery:shadedglass:5, Lime Shaded Glass
witchery:shadedglass:6, Pink Shaded Glass
witchery:shadedglass:7, Gray Shaded Glass
witchery:shadedglass:8, Silver Shaded Glass
witchery:shadedglass:9, Cyan Shaded Glass
witchery:shadedglass:10, Purple Shaded Glass
witchery:shadedglass:11, Blue Shaded Glass
witchery:shadedglass:12, Brown Shaded Glass
witchery:shadedglass:13, Green Shaded Glass
witchery:shadedglass:14, Red Shaded Glass
witchery:shadedglass:15, Black Shaded Glass
witchery:shadedglass_active:0, White Shaded Glass
witchery:shadedglass_active:1, Orange Shaded Glass
witchery:shadedglass_active:2, Magenta Shaded Glass
witchery:shadedglass_active:3, Light Blue Shaded Glass
witchery:shadedglass_active:4, Yellow Shaded Glass
witchery:shadedglass_active:5, Lime Shaded Glass
witchery:shadedglass_active:6, Pink Shaded Glass
witchery:shadedglass_active:7, Gray Shaded Glass
witchery:shadedglass_active:8, Silver Shaded Glass
witchery:shadedglass_active:9, Cyan Shaded Glass
witchery:shadedglass_active:10, Purple Shaded Glass
witchery:shadedglass_active:11, Blue Shaded Glass
witchery:shadedglass_active:12, Brown Shaded Glass
witchery:shadedglass_active:13, Green Shaded Glass
witchery:shadedglass_active:14, Red Shaded Glass
witchery:shadedglass_active:15, Black Shaded Glass
witchery:mirrorwall, Mirror Surface
witchery:refillingchest, Chest
witchery:force, Solid
witchery:tormentstone, Torment Stone
witchery:barrier, Barrier
witchery:leechchest, Leech Chest
witchery:altar, Altar
witchery:kettle, Kettle
witchery:poppetshelf, Poppet Shelf
witchery:dreamcatcher, Dream Weaver
witchery:crystalball, Crystal Ball
witchery:spiritportal, Spirit Portal
witchery:tormentportal, Torment Portal
witchery:spinningwheel, Spinning Wheel
witchery:brazier, Brazier
witchery:witchesovenidle, Witches Oven
witchery:witchesovenburning, Witches Oven
witchery:fumefunnel, Fume Funnel
witchery:filteredfumefunnel, Filtered Fume Funnel
witchery:distilleryidle, Distillery
witchery:distilleryburning, Distillery
witchery:scarecrow, Scarecrow
witchery:trent, Trent Effigy
witchery:witchsladder, Witch's Ladder
witchery:decurseteleport, Statue of Occluded Summons
witchery:decursedirected, Statue of Broken Curses
witchery:statueofworship, Statue of Hobgoblin Patron
witchery:cauldron, Witch's Cauldron
witchery:wolfaltar, Wolf Altar
witchery:silvervat, Silver Vat
witchery:beartrap, Beartrap
witchery:wolftrap, Wolftrap
witchery:wallgen, tile.witchery:wallgen.name
witchery:coffinblock, Coffin
witchery:light, tile.witchery:light.name
witchery:daylightcollector, Sun Collector
witchery:bloodcrucible, Blood Crucible
witchery:mirrorblock, Mirror
witchery:mirrorblock2, Mirror
witchery:circle, Heart Glyph
witchery:circleglyphritual, Ritual Glyph
witchery:circleglyphotherwhere, Otherwhere Glyph
witchery:circleglyphinfernal, Infernal Glyph
witchery:spiritflowing, Flowing Spirit
witchery:hollowtears, Flowing Spirit
witchery:disease, Disease
witchery:brew, tile.witchery:brew.name
witchery:brewgas, tile.witchery:brewgas.name
witchery:brewliquid, tile.witchery:brewliquid.name
witchery:clever, Lever
witchery:cwoodendoor, Wooden Door
witchery:cwoodpressureplate, Pressure Plate
witchery:cstonepressureplate, Pressure Plate
witchery:csnowpressureplate, Snow Pressure Plate
witchery:cbuttonwood, Button
witchery:cbuttonstone, Button
aether_legacy:aether_grass:0, Aether Grass
aether_legacy:enchanted_aether_grass, Enchanted Aether Grass
aether_legacy:aether_dirt:0, Aether Dirt
aether_legacy:holystone:0, Holystone
aether_legacy:mossy_holystone:0, Mossy Holystone
aether_legacy:holystone_brick, Holystone Brick
aether_legacy:aercloud:0, Cold Aercloud
aether_legacy:aercloud:1, Blue Aercloud
aether_legacy:aercloud:2, Golden Aercloud
aether_legacy:aerogel, Aerogel
aether_legacy:quicksoil:0, Quicksoil
aether_legacy:icestone, Icestone
aether_legacy:ambrosium_ore, Ambrosium Ore
aether_legacy:zanite_ore, Zanite Ore
aether_legacy:gravitite_ore, Gravitite Ore
aether_legacy:enchanted_gravitite, Enchanted Gravitite
aether_legacy:zanite_block, Zanite Block
aether_legacy:skyroot_leaves, Skyroot Leaves
aether_legacy:golden_oak_leaves, Golden Oak Leaves
aether_legacy:crystal_leaves, Crystal Leaves
aether_legacy:crystal_fruit_leaves, Crystal Fruit Leaves
aether_legacy:holiday_leaves, Holiday Leaves
aether_legacy:decorated_holiday_leaves, Decorated Holiday Leaves
aether_legacy:present, Present
aether_legacy:skyroot_log:0, Skyroot Log
aether_legacy:golden_oak_log:0, Golden Oak Log
aether_legacy:skyroot_planks, Skyroot Planks
aether_legacy:quicksoil_glass, Quicksoil Glass
aether_legacy:ambrosium_torch, Ambrosium Torch
aether_legacy:berry_bush_stem, Berry Bush Stem
aether_legacy:berry_bush, Berry Bush
aether_legacy:purple_flower, Purple Flower
aether_legacy:white_flower, White Flower
aether_legacy:skyroot_sapling, Skyroot Sapling
aether_legacy:golden_oak_sapling, Golden Oak Sapling
aether_legacy:enchanter:0, Altar of Light
minecraft:record_13, Music Disc
minecraft:record_cat, Music Disc
minecraft:record_blocks, Music Disc
minecraft:record_chirp, Music Disc
minecraft:record_far, Music Disc
minecraft:record_mall, Music Disc
minecraft:record_mellohi, Music Disc
minecraft:record_stal, Music Disc
minecraft:record_strad, Music Disc
minecraft:record_ward, Music Disc
minecraft:record_11, Music Disc
minecraft:record_wait, Music Disc
aether_legacy:freezer:0, Freezer
aether_legacy:incubator:0, Incubator
aether_legacy:sun_altar, Sun Altar
aether_legacy:chest_mimic, Chest Mimic
aether_legacy:treasure_chest, Treasure Chest
aether_legacy:aether_portal, Aether Portal
aether_legacy:pillar, Pillar
aether_legacy:pillar_top, Pillar Top
aether_legacy:carved_stone, Carved Stone
aether_legacy:sentry_stone, Sentry Stone
aether_legacy:angelic_stone, Angelic Stone
aether_legacy:light_angelic_stone, Light Angelic Stone
aether_legacy:hellfire_stone, Hellfire Stone
aether_legacy:light_hellfire_stone, Light Hellfire Stone
aether_legacy:locked_carved_stone, Carved Stone
aether_legacy:locked_sentry_stone, Sentry Stone
aether_legacy:locked_angelic_stone, Angelic Stone
aether_legacy:locked_light_angelic_stone, Light Angelic Stone
aether_legacy:locked_hellfire_stone, Hellfire Stone
aether_legacy:locked_light_hellfire_stone, Light Hellfire Stone
aether_legacy:carved_trap, Carved Stone
aether_legacy:angelic_trap, Angelic Stone
aether_legacy:hellfire_trap, Hellfire Stone
aether_legacy:skyroot_fence, Skyroot Fence
aether_legacy:skyroot_fence_gate, Skyroot Fence Gate
aether_legacy:carved_wall, Carved Wall
aether_legacy:angelic_wall, Angelic Wall
aether_legacy:hellfire_wall, Hellfire Wall
aether_legacy:holystone_wall, Holystone Wall
aether_legacy:holystone_brick_wall, Holystone Brick Wall
aether_legacy:mossy_holystone_wall, Mossy Holystone Wall
aether_legacy:aerogel_wall, Aerogel Wall
aether_legacy:carved_stairs, Carved Stairs
aether_legacy:angelic_stairs, Angelic Stairs
aether_legacy:hellfire_stairs, Hellfire Stairs
aether_legacy:skyroot_stairs, Skyroot Stairs
aether_legacy:holystone_stairs, Holystone Stairs
aether_legacy:holystone_brick_stairs, Holystone Brick Stairs
aether_legacy:mossy_holystone_stairs, Mossy Holystone Stairs
aether_legacy:aerogel_stairs, Aerogel Stairs
aether_legacy:skyroot_double_slab, Skyroot Double Slab
aether_legacy:carved_double_slab, Carved Double Slab
aether_legacy:angelic_double_slab, Angelic Double Slab
aether_legacy:hellfire_double_slab, Hellfire Double Slab
aether_legacy:holystone_double_slab, Holystone Double Slab
aether_legacy:mossy_holystone_double_slab, Mossy Holystone Double Slab
aether_legacy:holystone_brick_double_slab, Holystone Brick Double Slab
aether_legacy:aerogel_double_slab, Aerogel Double Slab
aether_legacy:skyroot_slab:0, Skyroot Slab
aether_legacy:carved_slab:0, Carved Slab
aether_legacy:angelic_slab:0, Angelic Slab
aether_legacy:hellfire_slab:0, Hellfire Slab
aether_legacy:holystone_slab:0, Holystone Slab
aether_legacy:mossy_holystone_slab:0, Mossy Holystone Slab
aether_legacy:holystone_brick_slab:0, Holystone Brick Slab
aether_legacy:aerogel_slab:0, Aerogel Slab
aether_legacy:skyroot_bookshelf, Skyroot Bookshelf
aether_legacy:skyroot_bed, Skyroot Bed
arsmagica2:essenceRefiner, Essence Refiner
arsmagica2:mageTorch, Mage Light
arsmagica2:essenceConduit, Etherium Conduit
arsmagica2:obelisk, Obelisk
arsmagica2:calefactor, Calefactor
arsmagica2:keystoneReceptacle, Keystone Receptacle
arsmagica2:astralBarrier, Astral Barrier
arsmagica2:blackAurem, Black Aurem
arsmagica2:celestialPrism, Celestial Prism
arsmagica2:seerStone, Seer Stone
arsmagica2:vinteumOre:0, Vinteum Ore
arsmagica2:vinteumOre:1, Chimerite Ore
arsmagica2:vinteumOre:2, Blue Topaz Ore
arsmagica2:vinteumOre:3, Moonstone Ore
arsmagica2:vinteumOre:4, Sunstone Ore
arsmagica2:vinteumOre:5, Moonstone Block
arsmagica2:vinteumOre:6, Vinteum Block
arsmagica2:vinteumOre:7, Blue Topaz Block
arsmagica2:vinteumOre:8, Sunstone Block
arsmagica2:vinteumOre:9, Chimerite Block
arsmagica2:blueOrchid, Cerublossom
arsmagica2:desertNova, Desert Nova
arsmagica2:keystoneChest, Keystone Chest
arsmagica2:blockLectern, Lectern
arsmagica2:manaBattery, Mana Battery
arsmagica2:blockArcaneReconstructor, Arcane Reconstructor
arsmagica2:magicWall, Magic Wall
arsmagica2:occulus, Occulus
arsmagica2:CraftingAltar, Crafting Altar
arsmagica2:SpellRune, Spell Rune
arsmagica2:VinteumTorch, Vinteum Torch
arsmagica2:ParticleEmitter, Particle Emitter
arsmagica2:InscriptionTable, Inscription Table
arsmagica2:invisibleUtility, tile.arsmagica2:invisibleUtility.name
arsmagica2:Aum, Aum
arsmagica2:TarmaRoot, Tarma Root
arsmagica2:WitchwoodLog, Witchwood Log
arsmagica2:WitchwoodLeaves, Witchwood Leaves
arsmagica2:Summoner, Summoner
arsmagica2:liquidEssence, Liquid Etherium
arsmagica2:redstoneInlay, Redstone Inlay
arsmagica2:ironInlay, Iron Inlay
arsmagica2:goldInlay, Gold Inlay
arsmagica2:planksWitchwood, Witchwood Planks
arsmagica2:stairsWitchwood, Witchwood Stairs
arsmagica2:saplingWitchwood, Witchwood Sapling
arsmagica2:magiciansWorkbench, Magician's Workbench
arsmagica2:everstone, Everstone
arsmagica2:keystoneDoor, Keystone Door
arsmagica2:keystoneTrapDoor, Keystone Trapdoor
arsmagica2:slipstreamGenerator, Slipstream Generator
arsmagica2:elementalAttuner, Flicker Habitat
arsmagica2:wizardChalk, Wizard's Chalk Rune
arsmagica2:inertSpawner, Inert Spawner
arsmagica2:candle, Placed Warding Candle
arsmagica2:brokenLinkBlock, Broken Power Link
arsmagica2:armorInfuser, Armor Imbuement Table
arsmagica2:flickerLure, Flicker Lure
arsmagica2:arcaneDeconstructor, Arcane Deconstructor
arsmagica2:wakebloom, Wakebloom
arsmagica2:otherworldAura, Otherworld Aura
arsmagica2:spellSealedDoor, Spell-Sealed Door
arsmagica2:witchwoodSingleSlab:0, Witchwood Slab
arsmagica2:witchwoodDoubleSlab:0, Witchwood Slab
arsmagica2:illusionBlock:0, Illusion Block
arsmagica2:illusionBlock:1, Ethereal Illusion Block
arsmagica2:crystalMarker:0, Import Crystal
arsmagica2:crystalMarker:1, Export Crystal
arsmagica2:crystalMarker:2, Mimic Export Crystal
arsmagica2:crystalMarker:3, Set Export Crystal
arsmagica2:crystalMarker:4, Regulate Export Crystal
arsmagica2:crystalMarker:5, Regulate Bidirectional Crystal
arsmagica2:crystalMarker:6, Set Import Crystal
arsmagica2:crystalMarker:7, Final Export Crystal
arsmagica2:crystalMarker:8, Spell Export Crystal
arsmagica2:spellBase, item.arsmagica2:spell_base.name
arsmagica2:itemOre:0, Vinteum Dust
arsmagica2:itemOre:1, Arcane Compound
arsmagica2:itemOre:2, Arcane Ash
arsmagica2:itemOre:3, Purified Vinteum Dust
arsmagica2:itemOre:4, Chimerite
arsmagica2:itemOre:5, Blue Topaz
arsmagica2:itemOre:6, Sunstone
arsmagica2:itemOre:7, Moonstone
arsmagica2:itemOre:8, Pig Fat
arsmagica2:essence:0, Arcane Essence
arsmagica2:essence:1, Earth Essence
arsmagica2:essence:2, Air Essence
arsmagica2:essence:3, Fire Essence
arsmagica2:essence:4, Water Essence
arsmagica2:essence:5, Nature Essence
arsmagica2:essence:6, Ice Essence
arsmagica2:essence:7, Lightning Essence
arsmagica2:essence:8, Life Essence
arsmagica2:essence:9, Ender Essence
arsmagica2:essence:10, Pure Essence
arsmagica2:essence:11, High Essence Core
arsmagica2:essence:12, Base Essence Core
arsmagica2:essenceBag, Essence Bag
arsmagica2:spellParchment, Spell Parchment
arsmagica2:spellBook, item.arsmagica2:spell_book.name
arsmagica2:rune:0, Black Rune
arsmagica2:rune:1, Blank Rune
arsmagica2:rune:2, Blue Rune
arsmagica2:rune:3, Brown Rune
arsmagica2:rune:4, Cyan Rune
arsmagica2:rune:5, Gray Rune
arsmagica2:rune:6, Green Rune
arsmagica2:rune:7, Light Blue Rune
arsmagica2:rune:8, Light Gray Rune
arsmagica2:rune:9, Lime Rune
arsmagica2:rune:10, Magenta Rune
arsmagica2:rune:11, Orange Rune
arsmagica2:rune:12, Pink Rune
arsmagica2:rune:13, Purple Rune
arsmagica2:rune:14, Red Rune
arsmagica2:rune:15, White Rune
arsmagica2:rune:16, Yellow Rune
arsmagica2:rune:17, Infinity Orb
arsmagica2:rune:18, Infinity Orb
arsmagica2:rune:19, Infinity Orb
arsmagica2:rune:20, Rune of Debugging
arsmagica2:lesserFocus, Lesser Focus
arsmagica2:standardFocus, Standard Focus
arsmagica2:greaterFocus, Greater Focus
arsmagica2:manaFocus, Mana Focus
arsmagica2:chargeFocus, Charge Focus
arsmagica2:playerFocus, Player Focus
arsmagica2:mobFocus, Monster Focus
arsmagica2:itemFocus, Item Focus
arsmagica2:creatureFocus, Creature Focus
arsmagica2:blueChalk, Wizard's Chalk
arsmagica2:manaCake, Mana Cake
arsmagica2:keystone, Keystone
arsmagica2:bookAffinity:0, Affinity Tome: NONE
arsmagica2:bookAffinity:1, Affinity Tome: ARCANE
arsmagica2:bookAffinity:2, Affinity Tome: WATER
arsmagica2:bookAffinity:3, Affinity Tome: FIRE
arsmagica2:bookAffinity:4, Affinity Tome: EARTH
arsmagica2:bookAffinity:5, Affinity Tome: AIR
arsmagica2:bookAffinity:6, Affinity Tome: LIGHTNING
arsmagica2:bookAffinity:7, Affinity Tome: ICE
arsmagica2:bookAffinity:8, Affinity Tome: NATURE
arsmagica2:bookAffinity:9, Affinity Tome: LIFE
arsmagica2:bookAffinity:10, Affinity Tome: ENDER
arsmagica2:lesserManaPotion, Lesser Mana Potion
arsmagica2:standardManaPotion, Standard Mana Potion
arsmagica2:greaterManaPotion, Greater Mana Potion
arsmagica2:epicManaPotion, Epic Mana Potion
arsmagica2:legendaryManaPotion, Legendary Mana Potion
arsmagica2:manaPotionBundle:3, Lesser Mana Potion Bundle
arsmagica2:manaPotionBundle:259, Standard Mana Potion Bundle
arsmagica2:manaPotionBundle:515, Greater Mana Potion Bundle
arsmagica2:manaPotionBundle:771, Epic Mana Potion Bundle
arsmagica2:manaPotionBundle:1027, Legendary Mana Potion Bundle
arsmagica2:mageHood, Mage Hood
arsmagica2:mageArmor, Mage Robes
arsmagica2:mageLeggings, Mage Leggings
arsmagica2:mageBoots, Mage Boots
arsmagica2:battlemageHood, Battlemage Circlet
arsmagica2:battlemageArmor, Battlemage Armor
arsmagica2:battlemageLeggings, Battlemage Leggings
arsmagica2:battlemageBoots, Battlemage Boots
arsmagica2:BoundHoeNor, Bound Hoe
arsmagica2:BoundShovelNor, Bound Shovel
arsmagica2:BoundAxeNor, Bound Axe
arsmagica2:BoundPickaxeNor, Bound Pickaxe
arsmagica2:BoundSwordNor, Bound Sword
arsmagica2:AMSpawnEgg:0, Spawn Mana Creeper
arsmagica2:AMSpawnEgg:1, Spawn Dryad
arsmagica2:AMSpawnEgg:2, Spawn Hecate
arsmagica2:AMSpawnEgg:3, Spawn Mage Villager
arsmagica2:AMSpawnEgg:4, Spawn Mana Elemental
arsmagica2:AMSpawnEgg:5, Spawn Water Elemental
arsmagica2:AMSpawnEgg:6, Spawn Light Mage
arsmagica2:AMSpawnEgg:7, Spawn Dark Mage
arsmagica2:AMSpawnEgg:8, Spawn Hell Cow
arsmagica2:AMSpawnEgg:9, Spawn Flicker
arsmagica2:AMSpawnEgg:10, Spawn Earth Elemental
arsmagica2:AMSpawnEgg:11, Spawn Fire Elemental
arsmagica2:AMSpawnEgg:12, Spawn Darkling
arsmagica2:AMSpawnEgg:13, Spawn Nature Guardian
arsmagica2:AMSpawnEgg:14, Spawn Arcane Guardian
arsmagica2:AMSpawnEgg:15, Spawn Earth Guardian
arsmagica2:AMSpawnEgg:16, Spawn Water Guardian
arsmagica2:AMSpawnEgg:17, Spawn Winter Guardian
arsmagica2:AMSpawnEgg:18, Spawn Air Guardian
arsmagica2:AMSpawnEgg:19, Spawn Fire Guardian
arsmagica2:AMSpawnEgg:20, Spawn Life Guardian
arsmagica2:AMSpawnEgg:21, Spawn Lightning Guardian
arsmagica2:AMSpawnEgg:22, Spawn Ender Guardian
